Lat,Lng,Category,Name,Address,Website,Image,Zipcode,Phone Number,Visible,Description,Weight
37.76402,-122.42210,DRINK,West of Pecos,"550 VALENCIA ST<br />SAN FRANCISCO, CA",http://www.westofpecos.com,http://siascotch.com/wp-content/uploads/2014/05/bar_westofpecos_sanfrancisco_SIA_Scotch.jpg,94110,(415) 252-7000,YES,"Duck tacos, tequila, margarita deals are killer in this place and they definitely know to make your mouth ooze as you wait for the crazy night they are about to give you...",
38.06626,-122.54055,DRINK,Boca Tavern,"340 Ignacio Blvd<br />Novato, CA","http://www.bocasteak.com",http://siascotch.com/wp-content/uploads/2014/04/bar_bocasteak_novato_SIA_Scotch.jpg,94949,(415) 883-0901,YES,Wholesome American fare featuring in season dishes from the freshest locally sourced ingredients using their wood fired grill and oven. ,
37.73925,-122.41679,DRINK,The Lucky Horseshoe,"453 Cortland Ave<br />San Francisco, CA",http://www.theluckyhorseshoebar.com,http://siascotch.com/wp-content/uploads/2014/04/bar_luckyhorseshoetavern_sanfrancisco_SIA_Scotch.jpg,94110,(415) 282-3456,YES,Bernal Heights' Neighborhood Bar and Live Music Club.,
38.74305,-121.19730,DRINK,Pete's Restaurant & Brewhouse,"5540 Douglas Blvd<br />Granite Bay, CA",http://www.petesrandb.com/,http://siascotch.com/wp-content/uploads/2014/04/bar_petesrestaurant_granitebay_SIA_Scotch.jpg,95746,(916) 797-4992,YES,"From Yelp: ""Perfect place for a lunch/dinner date with significant other. The outside patio is very relaxing as it sits right on a pond.""",
38.42669,-122.74015,DRINK,Whiskey Tip,"1910 Sebastopol Rd<br />Santa Rosa, CA",http://www.whiskeytipsr.com/,http://siascotch.com/wp-content/uploads/2014/05/bar_whiskeytip_santarosa.jpg,95407,(707) 843-5535,YES,"Meet friends, make new ones. Whiskey Tip will make your night a memorable one.",
37.32258,-121.96541,STORE,Boynton Liquors,"3680 STEVENS CREEK BLVD<br />SAN JOSE, CA ",http://www.site.boyntonliquors.com/,http://siascotch.com/wp-content/uploads/2014/04/store_boyntonliquors_sanjose_SIA_Scotch.jpg,95117,(408) 296-6669,YES,"Same location in San Jose for close to 30 years.Vast selection of  liquor, spirits, and wine. Including rare and hard-to-find.",
37.81941,-121.99845,STORE,Lunardi's Markets | Danville,"345 Railroad Ave<br />Danville, CA",http://www.lunardis.com/danville.html‎,http://siascotch.com/wp-content/uploads/2014/04/store_lunardis_danville_SIA_Scotch.jpg,94526,(925) 855-8920,YES,"“When customers walk into Lunardi's, it's as if they are walking into our home.""",
37.76169,-122.42368,STORE,Pay N Save Grocery,"599 Guerrero St<br />San Francisco, CA",http://www.yelp.com/biz/pay-n-save-grocery-san-francisco,http://siascotch.com/wp-content/uploads/2014/04/store_paynsavegrocery_sanfrancisco_SIA_Scotch.jpg,94110,(415) 255-3076,YES,"From Yelp: “Best corner store in the city with the kindest, most friendly service.”",
37.76301,-122.40856,DRINK,Slow Club,"2501 Mariposa St<br />San Francisco, CA",http://www.slowclub.com,http://siascotch.com/wp-content/uploads/2014/04/bar_slowclub_sanfrancisco_SIA_Scotch.jpg,94110,(415) 241-9390,YES,"The neighborhood has boomed, busted and boomed again, but Slow Club has remained the same, focused on providing high quality food and drinks for a good value. ",6
37.30822,-121.90054,DRINK,The Table,"1110 WILLOW ST<br />SAN JOSE, CA",http://www.thetablesj.com/,http://siascotch.com/wp-content/uploads/2014/05/bar_thetable_sanjose_SIA_Scotch.jpg,95125,(408) 638-7911,YES,"From Yelp: “It's modern, inviting, warm, friendly, and unique.”“To start the cocktails at the bar were amazing!”",
37.80135,-121.91892,STORE,Draeger's Market,"4100 Blackhawk Plaza Circle<br />Danville CA",http://www.draegers.com,http://siascotch.com/wp-content/uploads/2014/04/store_draegersmarket_blackhawk_SIA_Scotch.jpg,94506,(925) 648-5800,YES,"Celebrating Family andFood Since 1925 and consistently voted ""Best Of"" or ""Reader's 1st Choice"" by their community newspaper readers. ",
37.75538,-122.42306,STORE,Guerrero Hill Market,"3398 22nd St<br />San Francisco, CA",http://www.yelp.com/biz/guerrero-hill-market-san-francisco,http://siascotch.com/wp-content/uploads/2014/04/store_guerrerohillmarket_sanfrancisco_SIA_Scotch.jpg,94110,(415) 285-2030,YES,New Neighborhood market on  22nd and Guerrero. The store has a very good selection on liquor & wine. ,
38.54821,-122.81516,DRINK,KIN Restaurant,"740 McClelland Dr<br />Windsor, CA",http://www.kinwindsor.com/,http://siascotch.com/wp-content/uploads/2014/04/bar_kin_windsor_SIA_Scotch1.jpg,95492,(707) 837-7546,YES,"Located in the heart of downtown Windsor right on the town green, KIN features dishes prepared with the freshest ingredients.",
34.07571,-118.25567,STORE,Liquor Royale,"1508 W Sunset Bl<br />Los Angeles, CA",http://www.yelp.com/biz/liquor-royale-los-angeles#query:Royal%20Liquor,http://siascotch.com/wp-content/uploads/2014/04/store_liquorroyale_losangeles_SIA_Scotch.jpg,90026,(213) 250-0396,YES,"From Yelp: ""The guy who works here calls everyone, ""Boss"".  Therefore, we call him Boss.""",
37.77418,-122.43786,STORE,New Star-Ell Liquor,"501 Divisadero St<br />San Francisco, CA ",http://newstarell.com/,http://siascotch.com/wp-content/uploads/2014/04/store_newstarell_sanfrancisco_SIA_Scotch.jpg,94117,(415) 567-7900,YES,"From Yelp: Hands down New Star-Ell has the best selection, and it's conveniently located near Lower Haight, Nopa, and Alamo Square. ",
37.77866,-122.42225,DRINK,Pläj Restaurant,"333 Fulton St<br />San Francisco, CA",http://plajrestaurant.com/,http://siascotch.com/wp-content/uploads/2014/04/bar_plaj_sanfrancisco_SIA_Scotch.jpg,94102,(415) 863-8400,YES,PLÄJ is a celebration of local and seasonal ingredients inspired by the rustic flavors and simple elegance of Scandinavian cusine.,
34.12442,-118.14996,DRINK,The Raymond Restaurant,"1250 S Fair Oaks Ave<br />Pasadena, CA",http://www.theraymond.com,http://siascotch.com/wp-content/uploads/2014/05/bar_theraymond_pasadena_SIA_Scotch.jpg,91105,(626) 441-3136,YES,"Fine dining offering American and European cuisine, plus afternoon tea.",
37.89460,-122.05430,STORE,Newell Liquors,"1270 Newell Ave<br />Walnut Creek, CA",http://www.yelp.com/biz/newell-liquors-walnut-creek,http://siascotch.com/wp-content/uploads/2014/04/store_newell_walnutcreek_SIA_Scotch.jpg,94596,(925) 295-0225,YES,"From Yelp: Some of the best prices on wines, really the only Liquor store in walnut creek.",
37.85909,-122.48525,DRINK,Poggio,"777 BRIDGEWAY AVE<br />SAUSALITO, CA ",http://www.poggiotrattoria.com/,http://siascotch.com/wp-content/uploads/2014/04/bar_poggio_sausalito_SIA_Scotch.jpg,94965,(415) 332-7771,YES,Classic Italian trattoria with comfortable neighborhood charm and destination-caliber cuisine.,4
38.61209,-122.87125,DRINK,Willi's Seafood & Raw Bar,"403 Healdsburg Ave<br />Healdsburg, CA ",http://www.starkrestaurants.com/willis_seafood.html,http://siascotch.com/wp-content/uploads/2014/05/bar_willisseafood_healdsurg_SIA_Scotch.jpg,95448,(707) 433-9191,YES,"In downtown Healdsburg, the East Coast and South America meet Wine Country at Willi's Seafood & Raw Bar. ",
34.02379,-118.21809,STORE,"Ramirez Liquor, Wine, & Kegs","2765 E Olympic Blvd<br />Los Angeles, CA",http://www.ramirezliquor.com,http://siascotch.com/wp-content/uploads/2014/02/store_ramirez_losangeles.jpg,90023,(323) 266-2337,YES,Voted one of the top 10 spirits stores in Los Angeles by the LA Weekly,
37.86951,-122.26616,DRINK,Gather,"2200 Oxford St<br />Berkeley, CA",http://www.gatherrestaurant.com,http://siascotch.com/wp-content/uploads/2014/05/bar_gather_berkeley_SIA_Scotch.jpg,94704,(510) 809-0400,YES,"The passion shows on the plate. Gather is a place to experience Northern California food, West Coast wines, and innovative organic cocktails. ",7
37.77796,-122.43809,STORE,Save More Market,"1598 McAllister St<br />San Francisco",http://www.yelp.com/biz/save-more-market-san-francisco,http://siascotch.com/wp-content/uploads/2014/06/store_save_more_sanfrancisco_SIA_Scotch.jpg,94115,(415) 567-8580,YES,A great little corner store.  Sam is always very friendly and willing to help you out.  They carry quite a variety of different products and always seem to have what you're looking for.,
34.03755,-118.43812,STORE,Wine House,"2311 Cotner Ave<br />Los Angeles, CA",http://www.winehouse.com,http://siascotch.com/wp-content/uploads/2014/06/store_wine_house_losangeles_SIA_Scotch.jpg,90064,(310) 479-3731,YES,Customers have recognized the Wine House in Los Angeles by bestowing the coveted 3-star rating from Wine & Spirits magazine's consumer poll for the past three years. Incredible selection and staff!,7
34.06489,-118.21781,DRINK,Barbara's At the Brewery,"620 Moulton Ave #110<br />Los Angeles, CA",http://www.barbarasatthebrewery.com/,http://siascotch.com/wp-content/uploads/2014/06/bar_barbarasatthebrewery_losangeles_SIA_Scotch.jpg,90031,(323) 221-9204,YES,"From Yelp: Thumbs up! Creative vibe, craft spirits and beers, good grub, perfect place to hang with good friends.",
34.11141,-118.28769,DRINK,MESSHALL Restaurant,"4500 Los Feliz Blvd<br />Los Angeles, CA",http://messhallkitchen.com,http://siascotch.com/wp-content/uploads/2014/06/bar_mess_hall_losangeles_SIA_Scotch.jpg,90027,(323) 660-6377,YES,"Beautful eatery in Los Feliz area that turns up the volume on classic American burgers and sandwiches. Also has oysters, a full bar, dessert and a nice enclosed patio too!",8
34.15187,-118.36195,STORE,Vendome Wines & Spirits,"10600 Riverside Dr<br />North Hollywood, CA ",http://www.vendometolucalake.com,http://siascotch.com/wp-content/uploads/2014/06/store_vendome_tolucalake_SIA_Scotch.jpg,91602,(818) 766-9593,YES,"Incredible selection with wine, beer and spirits tastings within the store, almost daily.",7
34.04780,-118.46344,DRINK,BRÜ HAUS,"11831 Wilshire Blvd<br />Los Angeles, CA ",http://www.bruhauspub.com,http://siascotch.com/wp-content/uploads/2014/06/bar_bruhaus_losangeles_SIA_Scotch.jpg,90025,(310) 473-2337,YES,"An open kitchen, great music, monthly tastings, and guest chefs. All the touches that make BRÜ HAUS about the best.  PROST!",
38.52769,-122.50076,DRINK,The Farmer and The Fox,"3111 St Helena Hwy N<br />Saint Helena, CA",http://www.yelp.com/biz/the-farmer-and-the-fox-restaurant-saint-helena,http://siascotch.com/wp-content/uploads/2014/06/bar_thefarmerandthefox_sthelena_SIA_Scotch.jpg,94574,(707) 302-5101,YES,"A contemporary Napa Valley gastropub, focused on locally sourced products served in a comfortable, yet refined atmosphere. Craft cocktails, eight wines and eight craft beers on tap.",5
38.50272,-122.46773,STORE,Sunshine Foods,"1115 Main St<br />St. Helena, CA",http://www.sunshinefoodsmarket.com/,http://siascotch.com/wp-content/uploads/2014/06/store_sunshine_foods_sthelena_SIA_Scotch.jpg,94574,(707) 963-7070,YES,From Yelp:  The quality of everything sold here is absolutely top notch. Family owned and some of the nicest people I've met in this valley.,6
37.79001,-122.43390,STORE,D&M Wines And Liquors,"2200 Fillmore St<br />San Francisco, CA ",http://dandm.com/,http://siascotch.com/wp-content/uploads/2014/06/store_d_and_m_sanfrancisco_SIA_Scotch.jpg,94115,(415) 346-1325,YES,"Pacific Heights: D&M Wines and Liquors specializes in Champagne, fine French brandies, single malt scotch whiskies, American Whiskeys and fine wines. <strong><a href =""http://dandm.com/sia-blended-scotch-whisky.html"">Buy SIA Scotch online</strong></a>",11
37.81722,-122.26284,STORE,Broadway Liquors,"2860 Broadway<br />Oakland, CA",http://www.yelp.com/biz_photos/broadway-liquors-oakland,http://siascotch.com/wp-content/uploads/2014/06/store_broadway_liquors_oakland_SIA_Scotch.jpg,94611,(510) 891-2388,YES,"From Yelp: They have just about any and everything you could want, from beers, wines, champagne, to hard liquor to SIA scotch",
37.85165,-122.25250,STORE,Cask - Berkeley,"3185 College Ave<br />Berkeley, CA",http://caskstore.com,http://siascotch.com/wp-content/uploads/2014/06/store_cask_berkeley_SIA_Scotch.jpg,94705,,YES,"The Cask Store has expanded to the Easy Bay. Be sure to stop by and check out this new shop on College Avenue or <a href =""http://www.caskstore.com/shop/sia-blended-scotch-2829"">Buy SIA Scotch online</a>",
38.91848,-119.99735,STORE,King's Liquor & Groceries,"2227 Lake Tahoe Blvd<br />South Lake Tahoe, CA",http://www.kingsbeverageco.com,http://siascotch.com/wp-content/uploads/2014/06/store_kings_beverage_southlaketahoe_SIA_Scotch.jpg,96150,(530) 541-4614,YES,"For several decades, King's Beverage Company has been South Lake Tahoe's premier liquor store. Their selection of wine, beer and liquor is large. Stop in for SIA.",
39.32183,-120.16324,DRINK,FiftyFifty Restaurant,"11197 Brockway Rd<br />Truckee, CA",http://fiftyfiftybrewing.com,http://siascotch.com/wp-content/uploads/2014/06/bar_fiftyfifty_truckee_SIA_Scotch.jpg,96161,(530) 587-2337,YES,"FiftyFifty is a craft brewery and restaurant located in beautiful Truckee, California. The first spot in Truckee to carry SIA.",
37.74473,-122.45238,STORE,Mollie Stone's Tower Market,"635 Portola Dr<br />San Francisco, CA",http://www.molliestones.com,http://siascotch.com/wp-content/uploads/2014/06/store_molliestones_sanfrancisco_SIA_Scotch.jpg,94127,(415) 664-1600,YES,Mollie Stone's Markets provides groceries to your local community. This is the first Mollie Stone's to carry SIA Scotch Whisky!,
34.05244,-118.47388,STORE,Vicente Foods,"12027 San Vicente Blvd<br />Los Angeles, CA",http://vicentefoods.com,http://siascotch.com/wp-content/uploads/2014/06/store_vicentefoods_losangeles_SIA_Scotch.jpg,90049,(310) 472-5215,YES,"Serving the Brentwood community, this upscale grocery store in West Los Angeles specializing in quality and service. Visit the spirits section for SIA Scotch.",
34.15187,-118.36195,STORE,Marine Corps Recruit Depot,"3800 Chosin Ave<br />San Diego, CA",http://www.mccsmcrd.com/Shopping/Exchange/index.html,http://siascotch.com/wp-content/uploads/2014/06/store_marinecorps_sandiego_SIA_Scotch.jpg,92140,(619) 297-2500,YES,SIA is now available to the United States Marine Corps Recruit Depot in San Diego. Semper Fi and thank you for all you do for our country. ,
33.88957,-117.87102,STORE,Vendome Wine & Spirits,"3115 Yorba Linda Blvd<br />Fullerton, CA",Vendome Wine & Spirits,http://siascotch.com/wp-content/uploads/2014/06/store_vendome_fullerton_SIA_Scotch.jpg,92831,(714) 524-0800,YES,"Vendome Wine & Spirits is a family owned fine wines and spirits establishment in Fullerton, California. The Vendome team strives to bring quality advise and products to our customers",
33.41415,-117.60066,STORE,Beach Front Liquor,"2320 S El Camino Real<br />San Clemente, CA",http://www.yelp.com/biz/beach-front-liquor-san-clemente,http://siascotch.com/wp-content/uploads/2014/06/store_beach_front_liquor_sanclemente_SIA_Scotch.jpg,92672,(949) 492-6911,YES,"San Clemente is stunning. Stop into Beach Front Liquor, buy a bottle of SIA and celebrate this gorgeous place where you get to live.",
33.87035,-117.92368,DRINK,Bourbon Street Bar & Grill,"110 E Commonwealth Ave<br />Fullerton, CA",http://bourbonstreetfullerton.com/,http://siascotch.com/wp-content/uploads/2014/06/bar_bourbonstreet_fullerton_SIA_Scotch.jpg,92832,(714) 626-0050,YES,"Not only have they recreated New Orleans' Bourbon Street, they matched it with delicious Cajun food...and they serve SIA. Who needs bourbon anyway?",
37.78451,-122.40671,DRINK,M.Y. China,"845 Market St<br />San Francisco, CA",http://www.tastemychina.com/san-francisco/home/275,http://siascotch.com/wp-content/uploads/2014/08/bar_my_china_san_francisco_SIA_Scotch.jpg,94103,(415) 580-3001,YES,"Watch Chef Wu — who goes by Tony — a world champion noodle puller, probably because he was the first chef to ever pull 16,000 noodles in two minutes. ",4
37.68153,-121.76833,DRINK,Demitri's Taverna,"2235 First St<br />Livermore, CA",http://www.demitrislivermore.com,http://siascotch.com/wp-content/uploads/2014/08/bar_demetris_taverna_livermore_SIA_Scotch.jpg,94550,(925) 373-0306,YES,Demitri's Taverna serve contemporary Greek eatery dishes and top-notch cocktails with a full bar.,
37.65532,-122.40951,STORE,Bitters + Bottles,"240 Grand Ave<br />South San Francisco, CA",hhttp://www.bittersandbottles.com,http://siascotch.com/wp-content/uploads/2014/08/store_bitters_and_bottles_san_francisco_SIA_Scotch.jpg,94080,(650) 741-6430,YES,"Through their subscription service and our shop, Bitters + Bottles is the perfect home bar, delivered.",
37.66256,-121.87558,DRINK,Redcoats,"336 St Mary St<br />Pleasanton, CA",http://www.redcoatspub.com,http://siascotch.com/wp-content/uploads/2014/08/bar_redcoats_pleasanton_SIA_Scotch.jpg,94566,(925) 462-6600,YES,"A lively, full service restaurant and bar located in downtown Pleasanton where you'll find the friendliness of a British pub.",
